epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,7345.7,2.50675,2.25632,2.9469,0.68063,0.79215,0.70808,0.4023,2.87039,2.24794,3.22338,0.000650909,0.000650909,0.000650909
57,7469.94,2.53207,2.22794,2.94869,0.66636,0.81828,0.7062,0.40746,2.83257,2.15685,3.25548,0.000636762,0.000636762,0.000636762
58,7594.82,2.52611,2.25818,2.96712,0.67263,0.80476,0.71801,0.41626,2.80564,2.11303,3.26322,0.000622615,0.000622615,0.000622615
59,7719.34,2.46152,2.19706,2.92847,0.67751,0.80192,0.73285,0.43356,2.7687,1.97645,3.22823,0.000608468,0.000608468,0.000608468
60,7844.49,2.4642,2.19721,2.94123,0.66306,0.81976,0.72041,0.42741,2.73553,2.07611,3.19614,0.000594321,0.000594321,0.000594321
61,7968.73,2.48169,2.18338,2.94625,0.66318,0.80019,0.72612,0.43245,2.78041,2.04909,3.26906,0.000580174,0.000580174,0.000580174
62,8093.9,2.47069,2.18158,2.93193,0.67078,0.81414,0.7162,0.41407,2.81514,2.00968,3.24522,0.000566027,0.000566027,0.000566027
63,8218.16,2.44125,2.11299,2.86882,0.70436,0.79857,0.735,0.43986,2.67979,2.03992,3.13779,0.00055188,0.00055188,0.00055188
64,8343.5,2.45282,2.10935,2.88384,0.69015,0.80677,0.73684,0.43341,2.74643,2.02449,3.19269,0.000537733,0.000537733,0.000537733
65,8468.24,2.44701,2.09076,2.89034,0.686,0.81139,0.71362,0.41592,2.76424,2.13464,3.20293,0.000523586,0.000523586,0.000523586
66,8592.53,2.45994,2.13434,2.91299,0.66794,0.82608,0.71934,0.4203,2.71533,2.02805,3.19224,0.000509438,0.000509438,0.000509438
67,8717.06,2.42505,2.09235,2.88346,0.67151,0.81489,0.7079,0.4175,2.76895,2.03483,3.21223,0.000495291,0.000495291,0.000495291
68,8842.05,2.42307,2.04502,2.88262,0.6904,0.80292,0.73582,0.42919,2.74929,2.06611,3.24207,0.000481144,0.000481144,0.000481144
69,8966.29,2.41713,2.0474,2.8483,0.69782,0.82164,0.74264,0.44298,2.72438,2.00788,3.17763,0.000466997,0.000466997,0.000466997
70,9091.69,2.38581,2.04138,2.84962,0.68582,0.80978,0.74575,0.4514,2.72272,2.01114,3.20133,0.00045285,0.00045285,0.00045285
71,9216.38,2.38157,2.05832,2.86425,0.69216,0.82941,0.74136,0.44103,2.7694,1.98487,3.22689,0.000438703,0.000438703,0.000438703
72,9342.05,2.39747,2.04363,2.8579,0.68779,0.84262,0.72859,0.42821,2.75506,1.99851,3.22342,0.000424556,0.000424556,0.000424556
73,9468.62,2.38835,2.02443,2.88068,0.69206,0.80809,0.7483,0.44798,2.7376,2.02831,3.26262,0.000410409,0.000410409,0.000410409
74,9598.15,2.36843,2.03278,2.844,0.68772,0.81315,0.73656,0.44134,2.72385,1.96601,3.2216,0.000396262,0.000396262,0.000396262
75,9722.69,2.36944,2.0502,2.84979,0.71452,0.808,0.73805,0.43875,2.74128,1.99782,3.23412,0.000382115,0.000382115,0.000382115
76,9847.56,2.37569,1.96956,2.83957,0.67893,0.86524,0.72727,0.43589,2.70112,2.0057,3.17564,0.000367967,0.000367967,0.000367967
77,9972.54,2.33646,1.93021,2.80339,0.6861,0.83224,0.73571,0.4424,2.68345,1.99635,3.19119,0.00035382,0.00035382,0.00035382
78,10097.5,2.36075,1.9776,2.84588,0.68667,0.82977,0.73941,0.44609,2.66916,1.95018,3.16747,0.000339673,0.000339673,0.000339673
79,10222.3,2.31788,2.00841,2.83601,0.71203,0.80069,0.75043,0.45722,2.66858,1.92176,3.16876,0.000325526,0.000325526,0.000325526
80,10347.7,2.29359,1.98255,2.7796,0.69642,0.8235,0.74201,0.45278,2.66053,1.95273,3.15682,0.000311379,0.000311379,0.000311379
81,10472.8,2.30173,1.93493,2.8149,0.69379,0.84847,0.7248,0.43793,2.64304,1.99122,3.14536,0.000297232,0.000297232,0.000297232
82,10597.6,2.27257,1.87924,2.78287,0.66902,0.85951,0.71472,0.422,2.68052,1.99176,3.2038,0.000283085,0.000283085,0.000283085
83,10743,2.27786,1.90319,2.78394,0.71356,0.82521,0.74511,0.45656,2.6447,1.91094,3.1664,0.000268938,0.000268938,0.000268938
84,10898.3,2.27606,1.88476,2.78744,0.6829,0.86579,0.7488,0.45,2.65538,1.89885,3.18316,0.000254791,0.000254791,0.000254791
85,11057.5,2.26597,1.92274,2.78419,0.70504,0.82084,0.73195,0.44628,2.6288,1.93619,3.15714,0.000240644,0.000240644,0.000240644
86,11211.4,2.22341,1.85463,2.76463,0.69959,0.83523,0.74464,0.45005,2.66418,1.964,3.19531,0.000226497,0.000226497,0.000226497
87,11363.8,2.21846,1.84606,2.73406,0.70133,0.84171,0.73386,0.44109,2.71339,2.01341,3.22878,0.000212349,0.000212349,0.000212349
88,11515.8,2.25241,1.85319,2.76892,0.68183,0.82386,0.72054,0.42852,2.69467,1.96063,3.20487,0.000198202,0.000198202,0.000198202
89,11669,2.20732,1.82457,2.7216,0.69614,0.85098,0.75053,0.45834,2.66581,1.94158,3.20087,0.000184055,0.000184055,0.000184055
90,11822.2,2.22995,1.8639,2.75073,0.69458,0.82737,0.73989,0.45032,2.66029,1.90182,3.18788,0.000169908,0.000169908,0.000169908
91,12002.8,2.12311,1.51372,2.73781,0.68233,0.84302,0.7268,0.42959,2.76098,1.93756,3.24605,0.000155761,0.000155761,0.000155761
92,12162.6,2.10302,1.4992,2.72932,0.69282,0.86078,0.75569,0.46423,2.67054,1.85613,3.17824,0.000141614,0.000141614,0.000141614
93,12318.5,2.08819,1.51581,2.711,0.69508,0.84794,0.73727,0.44927,2.6789,1.8654,3.19511,0.000127467,0.000127467,0.000127467
94,12473.4,2.05081,1.43068,2.68821,0.69436,0.85844,0.73647,0.4517,2.64399,1.9013,3.18283,0.00011332,0.00011332,0.00011332
95,12607.9,2.03948,1.42735,2.67518,0.70612,0.81451,0.72679,0.44497,2.66415,1.86387,3.1794,9.91726e-05,9.91726e-05,9.91726e-05
96,12720.9,2.00353,1.43865,2.65863,0.68768,0.82162,0.72588,0.44234,2.65059,1.90538,3.18611,8.50255e-05,8.50255e-05,8.50255e-05
97,12853.1,2.00463,1.4561,2.65054,0.70341,0.80412,0.73375,0.44725,2.65541,1.88222,3.19848,7.08784e-05,7.08784e-05,7.08784e-05
98,12970.8,2.00441,1.42221,2.6697,0.69457,0.8329,0.72867,0.44064,2.66508,1.9084,3.20571,5.67313e-05,5.67313e-05,5.67313e-05
99,13094.9,2.00543,1.37838,2.65043,0.69651,0.83645,0.74237,0.45094,2.66914,1.90971,3.20697,4.25842e-05,4.25842e-05,4.25842e-05
100,13214,1.96936,1.43963,2.61542,0.68569,0.84059,0.73793,0.45167,2.65833,1.86807,3.20874,2.84371e-05,2.84371e-05,2.84371e-05
