epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,4505.2,2.70309,2.18867,2.88965,0.54569,0.47751,0.5188,0.22907,3.85606,2.63693,4.05563,0.000198091,0.000198091,0.000198091
85,4569.53,2.63057,2.12803,2.83639,0.53226,0.55391,0.53816,0.24403,3.81767,2.53901,4.00501,0.000187092,0.000187092,0.000187092
86,4634.19,2.66133,2.10467,2.85306,0.58928,0.5216,0.53961,0.23642,3.89045,2.67852,4.10648,0.000176094,0.000176094,0.000176094
87,4699.01,2.6382,2.07768,2.83749,0.54321,0.53703,0.53947,0.24487,3.78211,2.55803,3.98575,0.000165095,0.000165095,0.000165095
88,4763.98,2.58662,2.02078,2.8217,0.51751,0.52337,0.52071,0.23088,3.90559,2.63669,4.13706,0.000154096,0.000154096,0.000154096
89,4828.34,2.58246,2.039,2.80183,0.59196,0.5098,0.55209,0.24605,3.82598,2.53051,4.03012,0.000143097,0.000143097,0.000143097
90,4892.95,2.58851,2.01561,2.80973,0.53523,0.53744,0.52845,0.24219,3.79884,2.52802,4.02819,0.000132098,0.000132098,0.000132098
91,4968.2,2.58286,1.71632,2.93132,0.476,0.5362,0.50148,0.22272,4.00313,2.67869,4.29524,0.000121099,0.000121099,0.000121099
92,5032.48,2.44554,1.60076,2.83654,0.52245,0.54547,0.51976,0.23457,3.87319,2.58985,4.12598,0.0001101,0.0001101,0.0001101
93,5095.59,2.36315,1.5142,2.77333,0.54005,0.54306,0.52633,0.22998,3.98828,2.62963,4.26488,9.91012e-05,9.91012e-05,9.91012e-05
94,5205.01,2.32266,1.50254,2.73691,0.54522,0.52418,0.52984,0.24037,3.87029,2.5741,4.12636,8.81023e-05,8.81023e-05,8.81023e-05
95,5297.39,2.36852,1.50381,2.76156,0.55687,0.52004,0.52005,0.23409,3.94966,2.59147,4.25739,7.71034e-05,7.71034e-05,7.71034e-05
96,5353.27,2.2832,1.47821,2.70505,0.57297,0.5167,0.53223,0.24305,3.86159,2.53171,4.12962,6.61045e-05,6.61045e-05,6.61045e-05
97,5409.23,2.26719,1.46216,2.69459,0.57722,0.50664,0.514,0.23232,3.95099,2.62762,4.25539,5.51056e-05,5.51056e-05,5.51056e-05
98,5465.02,2.22924,1.41842,2.67107,0.57886,0.52422,0.52875,0.24648,3.8042,2.54538,4.09668,4.41067e-05,4.41067e-05,4.41067e-05
99,5520.7,2.23498,1.43741,2.66965,0.58004,0.50309,0.51776,0.24027,3.86139,2.58993,4.16581,3.31078e-05,3.31078e-05,3.31078e-05
100,5576.54,2.19588,1.40181,2.64269,0.56493,0.52548,0.52247,0.24161,3.85294,2.56086,4.15284,2.21089e-05,2.21089e-05,2.21089e-05
