epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,3291.56,2.94041,3.01164,3.26692,0.57766,0.68935,0.61122,0.3208,3.18312,2.87155,3.53314,0.00117435,0.00117435,0.00117435
29,3407.74,2.9127,3.00337,3.27021,0.57869,0.70898,0.61174,0.32533,3.20437,2.65062,3.6014,0.00116492,0.00116492,0.00116492
30,3525.18,2.86367,2.97956,3.23605,0.59645,0.72294,0.62665,0.33943,3.10664,2.74144,3.52621,0.00115549,0.00115549,0.00115549
31,3641.1,2.83775,2.96755,3.22201,0.57847,0.71674,0.62295,0.33388,3.06874,2.73572,3.47457,0.00114606,0.00114606,0.00114606
32,3756.77,2.85832,2.92272,3.22436,0.60091,0.71178,0.6556,0.35474,3.13747,2.68365,3.56351,0.00113663,0.00113663,0.00113663
33,3873.38,2.8955,2.95205,3.25349,0.59719,0.68776,0.60721,0.30784,3.2648,2.73756,3.6044,0.0011272,0.0011272,0.0011272
34,3988.83,2.83675,2.93854,3.25008,0.59933,0.68392,0.64169,0.35107,3.09991,2.70214,3.50277,0.00111776,0.00111776,0.00111776
35,4104.78,2.82607,2.83682,3.20697,0.58995,0.68963,0.64708,0.35514,3.05677,2.67778,3.45569,0.00110833,0.00110833,0.00110833
36,4221.08,2.76865,2.84996,3.18232,0.59597,0.74086,0.66158,0.35678,3.19176,2.52935,3.5717,0.0010989,0.0010989,0.0010989
37,4336.58,2.82204,2.82834,3.22665,0.64282,0.67094,0.67549,0.37961,3.05241,2.67152,3.41749,0.00108947,0.00108947,0.00108947
38,4494.21,2.82011,2.81178,3.21225,0.62044,0.70328,0.66813,0.38565,2.92044,2.56429,3.38949,0.00108004,0.00108004,0.00108004
39,4657.15,2.81356,2.71354,3.1698,0.6104,0.73438,0.67681,0.36622,3.16943,2.62297,3.4761,0.00107061,0.00107061,0.00107061
40,4806.77,2.81381,2.76268,3.18735,0.63324,0.72151,0.65987,0.36411,2.97878,2.56195,3.41246,0.00106118,0.00106118,0.00106118
41,4953.87,2.76014,2.71966,3.14728,0.62271,0.7344,0.66457,0.37233,2.97424,2.42185,3.40053,0.00105174,0.00105174,0.00105174
42,5107.18,2.7843,2.76986,3.18701,0.62153,0.75941,0.67214,0.37644,2.97324,2.51281,3.38552,0.00104231,0.00104231,0.00104231
43,5266.07,2.75924,2.74216,3.15691,0.62561,0.73815,0.6852,0.39076,2.9469,2.55136,3.38895,0.00103288,0.00103288,0.00103288
44,5424.1,2.78664,2.67756,3.18203,0.61902,0.74579,0.65987,0.37409,2.97814,2.55154,3.4683,0.00102345,0.00102345,0.00102345
45,5588.96,2.74908,2.68847,3.15751,0.62521,0.72184,0.65635,0.36092,3.03336,2.54866,3.42936,0.00101402,0.00101402,0.00101402
46,5756.92,2.71869,2.60565,3.11435,0.64984,0.72724,0.67084,0.3865,2.91202,2.52635,3.38518,0.00100459,0.00100459,0.00100459
47,5917.43,2.68787,2.60621,3.12061,0.62048,0.72838,0.6736,0.38803,2.92676,2.4417,3.40388,0.000995156,0.000995156,0.000995156
48,6064.84,2.71103,2.58695,3.12196,0.61835,0.77881,0.679,0.37706,3.02008,2.42814,3.40523,0.000985724,0.000985724,0.000985724
49,6220.9,2.70146,2.62249,3.1319,0.66401,0.76075,0.70848,0.40551,2.90145,2.33202,3.37041,0.000976293,0.000976293,0.000976293
50,6377.85,2.69424,2.60422,3.11924,0.63072,0.75523,0.69704,0.38668,2.99206,2.46557,3.42737,0.000966861,0.000966861,0.000966861
51,6533.82,2.66607,2.59225,3.08747,0.63878,0.76506,0.6949,0.40335,2.81674,2.38889,3.28687,0.00095743,0.00095743,0.00095743
52,6685.55,2.70036,2.60369,3.10569,0.62687,0.71722,0.66973,0.39178,2.92774,2.33613,3.35307,0.000947999,0.000947999,0.000947999
53,6822.78,2.60938,2.53708,3.06347,0.66203,0.75499,0.68338,0.38294,2.89828,2.58474,3.35296,0.000938567,0.000938567,0.000938567
54,6934.73,2.65928,2.51971,3.08481,0.63616,0.76832,0.66944,0.38698,2.87805,2.3343,3.34112,0.000929136,0.000929136,0.000929136
55,7050.67,2.64333,2.45909,3.06069,0.6508,0.73819,0.66789,0.38225,2.92412,2.40274,3.35061,0.000919704,0.000919704,0.000919704
56,7168.2,2.65936,2.51584,3.07948,0.6601,0.74879,0.68261,0.38015,3.00923,2.43393,3.39739,0.000910273,0.000910273,0.000910273
57,7280.71,2.65295,2.47507,3.06123,0.63253,0.76308,0.67556,0.37581,2.9897,2.40023,3.39797,0.000900842,0.000900842,0.000900842
58,7397.96,2.64079,2.52651,3.07514,0.64228,0.75488,0.67328,0.38912,2.91194,2.38478,3.37039,0.00089141,0.00089141,0.00089141
59,7516.42,2.57466,2.4954,3.03171,0.64427,0.775,0.70081,0.39491,2.97036,2.211,3.39138,0.000881979,0.000881979,0.000881979
60,7632.39,2.59776,2.48473,3.07,0.61171,0.7919,0.68467,0.39876,2.90846,2.35816,3.35902,0.000872547,0.000872547,0.000872547
61,7746.72,2.61087,2.46013,3.05827,0.64608,0.74823,0.69493,0.40872,2.86494,2.30043,3.37894,0.000863116,0.000863116,0.000863116
62,7861.42,2.62263,2.46417,3.05971,0.6681,0.73342,0.68427,0.40023,2.87216,2.29953,3.30932,0.000853685,0.000853685,0.000853685
63,7983.13,2.56447,2.35926,2.993,0.63694,0.78503,0.70203,0.40416,2.89688,2.23737,3.34195,0.000844253,0.000844253,0.000844253
64,8103.51,2.59979,2.41613,3.01273,0.64143,0.76305,0.70972,0.41444,2.90845,2.20231,3.36189,0.000834822,0.000834822,0.000834822
65,8219.01,2.57129,2.37461,3.00625,0.64492,0.76946,0.70758,0.41367,2.83492,2.35238,3.32872,0.00082539,0.00082539,0.00082539
66,8333.4,2.58727,2.44149,3.02565,0.63928,0.77873,0.69052,0.40147,2.89853,2.26368,3.39111,0.000815959,0.000815959,0.000815959
67,8447.97,2.5719,2.35205,3.01384,0.65096,0.79752,0.71014,0.41303,2.88582,2.16659,3.35735,0.000806528,0.000806528,0.000806528
68,8562.48,2.57536,2.32099,3.0064,0.66045,0.76401,0.70715,0.40114,2.8969,2.26727,3.41516,0.000797096,0.000797096,0.000797096
69,8676.81,2.57968,2.35133,2.99102,0.65215,0.80705,0.68812,0.397,2.86223,2.3104,3.33854,0.000787665,0.000787665,0.000787665
70,8791.9,2.49797,2.31549,2.9753,0.66354,0.78786,0.70058,0.41038,2.85317,2.24062,3.35704,0.000778233,0.000778233,0.000778233
71,8906.1,2.51867,2.33304,2.99376,0.70245,0.75687,0.70236,0.40148,2.90924,2.24797,3.39484,0.000768802,0.000768802,0.000768802
72,9020.6,2.52122,2.31169,2.97885,0.6842,0.77111,0.71054,0.4118,2.84931,2.21224,3.33641,0.000759371,0.000759371,0.000759371
73,9135.47,2.52273,2.29569,3.00053,0.65508,0.8015,0.72349,0.42601,2.84786,2.16964,3.37537,0.000749939,0.000749939,0.000749939
74,9249.73,2.50754,2.31193,2.96921,0.70073,0.76223,0.7247,0.40877,2.93964,2.16092,3.35888,0.000740508,0.000740508,0.000740508
75,9365.02,2.52709,2.36428,2.9856,0.67439,0.78935,0.73308,0.43754,2.81345,2.14284,3.3158,0.000731076,0.000731076,0.000731076
76,9479.89,2.53474,2.26981,2.96802,0.69094,0.79596,0.73549,0.43432,2.74327,2.14742,3.25442,0.000721645,0.000721645,0.000721645
77,9594.53,2.49153,2.18465,2.94477,0.66475,0.80171,0.72532,0.42353,2.86302,2.08739,3.36727,0.000712214,0.000712214,0.000712214
78,9708.75,2.504,2.25162,2.96096,0.67941,0.79557,0.72079,0.41763,2.81579,2.16639,3.31399,0.000702782,0.000702782,0.000702782
79,9822.85,2.47428,2.28877,2.96089,0.68831,0.79025,0.74137,0.43776,2.83194,2.1325,3.28806,0.000693351,0.000693351,0.000693351
80,9944.99,2.44763,2.27662,2.91605,0.69389,0.75086,0.74059,0.44287,2.81934,2.17554,3.27557,0.000683919,0.000683919,0.000683919
81,10059.3,2.45324,2.21639,2.93866,0.69518,0.7698,0.73137,0.44066,2.78729,2.11384,3.25445,0.000674488,0.000674488,0.000674488
82,10173.3,2.43245,2.14909,2.91264,0.68259,0.77573,0.69632,0.40243,2.84024,2.24958,3.31573,0.000665057,0.000665057,0.000665057
83,10287,2.43164,2.18268,2.90993,0.66859,0.80771,0.69898,0.41187,2.81123,2.20697,3.28552,0.000655625,0.000655625,0.000655625
84,10401.1,2.4493,2.19236,2.93319,0.67917,0.81613,0.71593,0.433,2.7355,2.07082,3.25136,0.000646194,0.000646194,0.000646194
85,10514.8,2.4438,2.19642,2.9149,0.66876,0.80612,0.71094,0.42671,2.72326,2.19023,3.23904,0.000636762,0.000636762,0.000636762
86,10629,2.37706,2.10361,2.8989,0.69873,0.79839,0.72935,0.44328,2.73095,2.13737,3.2619,0.000627331,0.000627331,0.000627331
87,10744.7,2.38746,2.09847,2.87843,0.67702,0.79597,0.72149,0.43329,2.76232,2.13545,3.26142,0.0006179,0.0006179,0.0006179
88,10860.3,2.42285,2.12903,2.89638,0.70277,0.75529,0.70089,0.41416,2.77196,2.23098,3.29509,0.000608468,0.000608468,0.000608468
89,10974.9,2.38975,2.0948,2.86348,0.66924,0.80109,0.7151,0.43086,2.74342,2.13978,3.25012,0.000599037,0.000599037,0.000599037
90,11088.7,2.40612,2.14172,2.87958,0.66526,0.80185,0.71027,0.42819,2.73724,2.10281,3.24938,0.000589605,0.000589605,0.000589605
91,11210.9,2.37502,2.09743,2.89127,0.67593,0.79804,0.70654,0.42538,2.72381,2.24666,3.27196,0.000580174,0.000580174,0.000580174
92,11381.5,2.38148,2.16006,2.86109,0.67834,0.77554,0.72687,0.44222,2.75464,2.14704,3.30556,0.000570743,0.000570743,0.000570743
93,11549.2,2.36184,2.12687,2.8599,0.65545,0.81797,0.71211,0.43141,2.70132,2.12822,3.2577,0.000561311,0.000561311,0.000561311
94,11708.5,2.36481,2.08846,2.84235,0.68358,0.8027,0.71071,0.4262,2.75031,2.08936,3.29818,0.00055188,0.00055188,0.00055188
95,11868,2.35729,2.07603,2.84977,0.68907,0.80438,0.72087,0.43004,2.71371,2.11571,3.27152,0.000542448,0.000542448,0.000542448
96,12016.9,2.37435,2.03043,2.84823,0.67628,0.7887,0.7154,0.42485,2.80058,2.13898,3.35258,0.000533017,0.000533017,0.000533017
97,12178,2.32016,2.04506,2.85266,0.70101,0.81746,0.70922,0.42502,2.73173,2.09513,3.28481,0.000523586,0.000523586,0.000523586
98,12332.5,2.3288,2.07191,2.83206,0.6747,0.82417,0.70741,0.42153,2.74336,2.13273,3.28499,0.000514154,0.000514154,0.000514154
99,12493.8,2.30937,2.01287,2.81939,0.68738,0.81455,0.73417,0.42428,2.82284,2.06485,3.35883,0.000504723,0.000504723,0.000504723
100,12658,2.31814,2.07592,2.84041,0.67965,0.80893,0.7187,0.42922,2.75076,2.0597,3.29157,0.000495291,0.000495291,0.000495291
101,12823.7,2.29995,2.0407,2.81765,0.7047,0.78315,0.73028,0.44136,2.71984,2.12516,3.32384,0.00048586,0.00048586,0.00048586
102,12978.2,2.28232,2.01482,2.82547,0.70603,0.79523,0.74509,0.45524,2.72283,2.04676,3.2822,0.000476429,0.000476429,0.000476429
103,13087.8,2.26208,2.02387,2.81938,0.68892,0.8122,0.74505,0.45105,2.74591,2.02379,3.32799,0.000466997,0.000466997,0.000466997
104,13199.9,2.28075,1.99776,2.81173,0.67839,0.82843,0.73231,0.44002,2.7587,2.08931,3.30234,0.000457566,0.000457566,0.000457566
105,13313.2,2.23314,1.98553,2.76801,0.67853,0.81836,0.73438,0.44497,2.71683,2.10671,3.27837,0.000448134,0.000448134,0.000448134
106,13426.8,2.25643,1.96524,2.79537,0.68452,0.7956,0.72508,0.43461,2.72705,2.12847,3.27963,0.000438703,0.000438703,0.000438703
107,13540.9,2.26228,1.96634,2.79893,0.67926,0.81276,0.73681,0.44446,2.73624,2.13127,3.28092,0.000429272,0.000429272,0.000429272
108,13655.2,2.25245,1.96244,2.769,0.71106,0.79098,0.70415,0.41861,2.76544,2.10511,3.31417,0.00041984,0.00041984,0.00041984
109,13769.8,2.25617,1.9034,2.7545,0.69071,0.79367,0.71177,0.42626,2.75282,2.14825,3.30628,0.000410409,0.000410409,0.000410409
110,13884.5,2.22187,1.87977,2.75127,0.69464,0.80068,0.72399,0.43988,2.72295,2.07809,3.30239,0.000400977,0.000400977,0.000400977
111,13999.3,2.2224,1.93101,2.77183,0.66805,0.77466,0.70363,0.43384,2.72893,2.12789,3.29729,0.000391546,0.000391546,0.000391546
112,14114,2.23372,1.91185,2.75574,0.67313,0.8333,0.71063,0.43608,2.71428,2.06264,3.29895,0.000382115,0.000382115,0.000382115
113,14228.6,2.21373,1.90447,2.73706,0.6518,0.83106,0.70653,0.428,2.7859,2.10871,3.38942,0.000372683,0.000372683,0.000372683
114,14343.4,2.2286,1.85721,2.74145,0.69379,0.8031,0.70764,0.42954,2.76814,2.14069,3.38259,0.000363252,0.000363252,0.000363252
115,14458.1,2.2073,1.88652,2.74846,0.70156,0.7768,0.70047,0.41899,2.79809,2.19652,3.41186,0.00035382,0.00035382,0.00035382
116,14573.1,2.18565,1.83243,2.7114,0.70115,0.78086,0.70894,0.42472,2.74629,2.15061,3.34011,0.000344389,0.000344389,0.000344389
117,14687.6,2.17926,1.84473,2.73475,0.66026,0.8219,0.69399,0.42202,2.7175,2.16743,3.29962,0.000334958,0.000334958,0.000334958
118,14802.4,2.1504,1.85289,2.70533,0.7202,0.77208,0.71113,0.4313,2.71614,2.12223,3.2991,0.000325526,0.000325526,0.000325526
119,14917.2,2.1319,1.84948,2.7,0.67058,0.83421,0.70215,0.42514,2.71616,2.1408,3.28139,0.000316095,0.000316095,0.000316095
120,15032.4,2.17792,1.85389,2.72504,0.6692,0.81537,0.68857,0.41775,2.70782,2.11247,3.29393,0.000306663,0.000306663,0.000306663
121,15147.4,2.16195,1.84858,2.72432,0.66283,0.81274,0.69621,0.4285,2.68822,2.15791,3.30239,0.000297232,0.000297232,0.000297232
122,15261.9,2.16519,1.8231,2.71313,0.67436,0.82128,0.69099,0.41835,2.73601,2.19524,3.33426,0.000287801,0.000287801,0.000287801
123,15376.6,2.14247,1.79696,2.69065,0.69124,0.81375,0.70601,0.43293,2.69052,2.11614,3.27401,0.000278369,0.000278369,0.000278369
124,15491.7,2.1466,1.81132,2.68889,0.6676,0.82747,0.69684,0.4253,2.71119,2.13988,3.31919,0.000268938,0.000268938,0.000268938
125,15606.4,2.10429,1.81127,2.66907,0.68601,0.81145,0.7031,0.42989,2.68512,2.1182,3.31865,0.000259506,0.000259506,0.000259506
126,15721.1,2.11882,1.81104,2.6696,0.68905,0.79955,0.7023,0.42844,2.72344,2.17272,3.38151,0.000250075,0.000250075,0.000250075
127,15835.5,2.119,1.77696,2.67137,0.6911,0.80868,0.69681,0.42706,2.71139,2.14099,3.31483,0.000240644,0.000240644,0.000240644
128,15949.9,2.1316,1.82087,2.69159,0.7056,0.78566,0.71134,0.44011,2.67822,2.13515,3.28842,0.000231212,0.000231212,0.000231212
129,16064.4,2.09843,1.74744,2.64613,0.68684,0.7966,0.68766,0.42289,2.69324,2.19047,3.3023,0.000221781,0.000221781,0.000221781
130,16178.6,2.07833,1.74393,2.6435,0.68113,0.80775,0.70453,0.43211,2.67994,2.06871,3.30633,0.000212349,0.000212349,0.000212349
131,16292.8,2.08522,1.75771,2.64988,0.68917,0.80438,0.69701,0.4286,2.69533,2.12754,3.3044,0.000202918,0.000202918,0.000202918
132,16407.3,2.08027,1.76517,2.6425,0.67879,0.82291,0.70734,0.43385,2.67253,2.21302,3.30934,0.000193487,0.000193487,0.000193487
133,16521.3,2.05735,1.74635,2.6461,0.6746,0.81534,0.69623,0.42569,2.68928,2.16358,3.31971,0.000184055,0.000184055,0.000184055
134,16635.7,2.03921,1.75114,2.63264,0.6745,0.81592,0.69289,0.41812,2.70286,2.17249,3.35152,0.000174624,0.000174624,0.000174624
135,16749.9,2.07694,1.77228,2.63556,0.66925,0.80252,0.69223,0.42324,2.70929,2.16,3.32603,0.000165192,0.000165192,0.000165192
136,16864.4,2.04397,1.75614,2.62518,0.66491,0.79997,0.69574,0.43091,2.68791,2.11462,3.33566,0.000155761,0.000155761,0.000155761
137,16978.9,2.06274,1.72502,2.61972,0.68221,0.79848,0.69579,0.42794,2.67406,2.15594,3.33049,0.00014633,0.00014633,0.00014633
138,17092.7,2.03235,1.69525,2.61774,0.68436,0.80789,0.70671,0.4355,2.68492,2.11905,3.33483,0.000136898,0.000136898,0.000136898
139,17206.7,2.00956,1.67995,2.61131,0.68224,0.81016,0.70165,0.42576,2.69755,2.16977,3.35982,0.000127467,0.000127467,0.000127467
140,17320.7,1.99311,1.65098,2.59304,0.66686,0.8094,0.6889,0.42053,2.7097,2.21564,3.3798,0.000118035,0.000118035,0.000118035
141,17447.9,1.8614,1.32337,2.54587,0.66256,0.80514,0.68312,0.41403,2.72296,2.20206,3.37623,0.000108604,0.000108604,0.000108604
142,17562,1.82875,1.30218,2.50985,0.67227,0.78992,0.68258,0.41499,2.74333,2.17761,3.37821,9.91726e-05,9.91726e-05,9.91726e-05
143,17675.7,1.82152,1.33799,2.51666,0.63643,0.81247,0.6825,0.41469,2.72897,2.1954,3.37813,8.97412e-05,8.97412e-05,8.97412e-05
144,17789.7,1.80499,1.2716,2.49437,0.66576,0.77533,0.68518,0.41884,2.7092,2.19709,3.39252,8.03098e-05,8.03098e-05,8.03098e-05
145,17903.3,1.77917,1.32282,2.48541,0.67603,0.74866,0.68205,0.4163,2.71011,2.18992,3.40715,7.08784e-05,7.08784e-05,7.08784e-05
146,18017.1,1.80164,1.28538,2.49257,0.68157,0.76572,0.68482,0.4206,2.7304,2.18171,3.43078,6.1447e-05,6.1447e-05,6.1447e-05
147,18131,1.79377,1.25627,2.49304,0.66977,0.77643,0.69052,0.42662,2.6962,2.16815,3.40544,5.20156e-05,5.20156e-05,5.20156e-05
148,18245.3,1.76368,1.22787,2.45448,0.64982,0.80268,0.69547,0.42937,2.7022,2.14286,3.41654,4.25842e-05,4.25842e-05,4.25842e-05
149,18359,1.75897,1.24482,2.47779,0.646,0.80213,0.68808,0.42411,2.70097,2.17112,3.42114,3.31528e-05,3.31528e-05,3.31528e-05
150,18472.7,1.77386,1.2676,2.49346,0.65196,0.79783,0.68933,0.42304,2.71141,2.18782,3.42141,2.37214e-05,2.37214e-05,2.37214e-05
