epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,2994.06,3.48139,3.18967,3.64093,0.61118,0.59253,0.61995,0.28776,3.58981,2.60701,3.98149,0.000715727,0.000715727,0.000715727
25,3114.41,3.41724,3.04975,3.58313,0.6358,0.60413,0.64607,0.3115,3.49864,2.66803,3.91383,0.000698541,0.000698541,0.000698541
26,3234.37,3.42046,3.04966,3.57406,0.62382,0.60007,0.6339,0.31189,3.579,2.6351,3.99363,0.000681355,0.000681355,0.000681355
27,3355.21,3.37834,2.98186,3.56215,0.67077,0.63294,0.66525,0.33597,3.46825,2.48706,3.90517,0.00066417,0.00066417,0.00066417
28,3475.99,3.38688,3.03176,3.55478,0.62358,0.62191,0.65007,0.32136,3.54594,2.59594,3.97997,0.000646984,0.000646984,0.000646984
29,3597.04,3.34605,2.90727,3.53332,0.67631,0.62567,0.67314,0.32395,3.60127,2.48797,4.04116,0.000629798,0.000629798,0.000629798
30,3717.51,3.31335,2.86587,3.4851,0.69678,0.64116,0.69037,0.34356,3.51967,2.41581,3.97034,0.000612612,0.000612612,0.000612612
31,3838.66,3.28683,2.85937,3.48976,0.71978,0.64162,0.71574,0.37453,3.33139,2.29003,3.80392,0.000595427,0.000595427,0.000595427
32,3959.04,3.24804,2.78296,3.45495,0.68086,0.62493,0.67959,0.33192,3.51071,2.40087,3.96789,0.000578241,0.000578241,0.000578241
33,4079.2,3.22412,2.75726,3.43333,0.70994,0.63195,0.69031,0.35557,3.43204,2.37739,3.9183,0.000561055,0.000561055,0.000561055
34,4199.74,3.19359,2.68346,3.37773,0.72776,0.65566,0.72644,0.38972,3.31619,2.29415,3.80307,0.000543869,0.000543869,0.000543869
35,4319.82,3.14178,2.63588,3.37382,0.72341,0.67391,0.72118,0.38112,3.35026,2.22921,3.83817,0.000526683,0.000526683,0.000526683
36,4440.27,3.11981,2.61392,3.36022,0.7206,0.67484,0.73667,0.37775,3.44635,2.22216,3.8996,0.000509498,0.000509498,0.000509498
37,4596.17,3.07027,2.62184,3.32619,0.718,0.6899,0.74298,0.41106,3.25138,2.15742,3.72094,0.000492312,0.000492312,0.000492312
38,4750.56,3.05431,2.51298,3.2836,0.74889,0.67629,0.7415,0.39512,3.38305,2.21221,3.91995,0.000475126,0.000475126,0.000475126
39,4906.77,3.01119,2.50455,3.28782,0.75716,0.69122,0.76254,0.42326,3.22973,2.07943,3.73362,0.00045794,0.00045794,0.00045794
40,5063.22,3.01686,2.44019,3.26321,0.76495,0.66725,0.7573,0.42762,3.16509,2.08172,3.66169,0.000440755,0.000440755,0.000440755
41,5219.44,2.98252,2.45729,3.25998,0.76832,0.68751,0.76628,0.42704,3.19531,2.10071,3.69848,0.000423569,0.000423569,0.000423569
42,5367.74,2.95395,2.39693,3.23621,0.77593,0.71205,0.77811,0.44148,3.14433,2.04003,3.64099,0.000406383,0.000406383,0.000406383
43,5510.21,2.9014,2.38143,3.20552,0.79564,0.68789,0.77468,0.44485,3.14631,2.03397,3.65517,0.000389197,0.000389197,0.000389197
44,5667.1,2.88187,2.34651,3.19579,0.77139,0.71357,0.77244,0.43935,3.21372,2.04714,3.74734,0.000372011,0.000372011,0.000372011
45,5823.22,2.87299,2.32491,3.1805,0.80465,0.7129,0.78909,0.45103,3.14315,1.93464,3.67734,0.000354826,0.000354826,0.000354826
46,5983.84,2.81096,2.25954,3.1289,0.8081,0.69854,0.78831,0.4536,3.11696,1.95629,3.63676,0.00033764,0.00033764,0.00033764
47,6129.95,2.80184,2.255,3.12675,0.78359,0.73618,0.7926,0.45575,3.08445,1.92095,3.66331,0.000320454,0.000320454,0.000320454
48,6278,2.75588,2.19714,3.11212,0.79965,0.71892,0.7939,0.46274,3.0909,1.927,3.65325,0.000303268,0.000303268,0.000303268
49,6431.6,2.69276,2.12164,3.05402,0.81856,0.70422,0.78513,0.46788,3.05288,1.96316,3.60439,0.000286083,0.000286083,0.000286083
50,6586.75,2.71616,2.14312,3.05715,0.80707,0.71416,0.79733,0.47511,3.03681,1.88809,3.62349,0.000268897,0.000268897,0.000268897
51,6731.44,2.64045,2.0704,3.01478,0.79318,0.7465,0.80869,0.49377,2.96048,1.84179,3.53567,0.000251711,0.000251711,0.000251711
52,6887.71,2.66245,2.07619,3.0467,0.80078,0.73992,0.80505,0.48386,3.01864,1.84259,3.59354,0.000234525,0.000234525,0.000234525
53,7039.41,2.62434,2.02837,3.0143,0.81281,0.72606,0.80786,0.4919,2.97258,1.82674,3.55771,0.000217339,0.000217339,0.000217339
54,7225.62,2.57944,2.01479,2.97765,0.81713,0.7346,0.81445,0.49953,2.98193,1.80928,3.54012,0.000200154,0.000200154,0.000200154
55,7384.65,2.52496,1.64332,3.08056,0.8347,0.71746,0.80818,0.47552,3.12108,1.86549,3.7444,0.000182968,0.000182968,0.000182968
56,7500.64,2.34762,1.48589,2.94726,0.82665,0.72808,0.81484,0.50662,2.9373,1.81038,3.53458,0.000165782,0.000165782,0.000165782
57,7614.12,2.31,1.46024,2.92548,0.84634,0.73378,0.82889,0.52091,2.88899,1.75859,3.49714,0.000148596,0.000148596,0.000148596
58,7728.13,2.27514,1.42147,2.87963,0.82517,0.75384,0.82929,0.50719,2.97934,1.73267,3.62663,0.00013141,0.00013141,0.00013141
59,7843.1,2.21314,1.36884,2.82721,0.85309,0.74999,0.8399,0.53612,2.8375,1.67604,3.45184,0.000114225,0.000114225,0.000114225
60,7958.6,2.14309,1.33405,2.79945,0.84693,0.74856,0.83561,0.53241,2.83735,1.69766,3.47949,9.70389e-05,9.70389e-05,9.70389e-05
61,8074.12,2.11114,1.305,2.75425,0.8591,0.75158,0.83819,0.53832,2.80445,1.67092,3.45063,7.98531e-05,7.98531e-05,7.98531e-05
62,8189.08,2.08635,1.28061,2.73924,0.83637,0.75941,0.84055,0.54194,2.79818,1.65134,3.42196,6.26673e-05,6.26673e-05,6.26673e-05
63,8304.22,2.03735,1.25196,2.70063,0.84337,0.76249,0.84321,0.54389,2.80042,1.6413,3.44815,4.54816e-05,4.54816e-05,4.54816e-05
64,8419.81,2.02974,1.24793,2.70311,0.86494,0.75351,0.84166,0.53873,2.81901,1.64148,3.47784,2.82958e-05,2.82958e-05,2.82958e-05
