epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,4138.52,2.72362,2.61881,3.00468,0.5949,0.73095,0.65623,0.39408,2.80234,2.54805,3.27094,0.000765855,0.000765855,0.000765855
32,4264.42,2.68415,2.59611,2.97556,0.66725,0.73042,0.68072,0.40983,2.75843,2.50489,3.28659,0.00074375,0.00074375,0.00074375
33,4391.84,2.73418,2.63849,3.02612,0.61541,0.71061,0.66534,0.37751,2.82906,2.61768,3.31008,0.000721645,0.000721645,0.000721645
34,4517.55,2.69569,2.56874,3.00294,0.62323,0.7357,0.69254,0.4115,2.75456,2.45927,3.21342,0.00069954,0.00069954,0.00069954
35,4636.14,2.65098,2.47396,2.96236,0.63739,0.74721,0.67352,0.40101,2.74315,2.40715,3.26317,0.000677435,0.000677435,0.000677435
36,4753.66,2.60367,2.50092,2.93607,0.64842,0.72225,0.66059,0.39654,2.71202,2.47795,3.23447,0.00065533,0.00065533,0.00065533
37,4871.17,2.64666,2.45112,2.97447,0.65158,0.73416,0.67684,0.40764,2.7813,2.52658,3.27527,0.000633226,0.000633226,0.000633226
38,5000.21,2.64346,2.46613,2.9599,0.63531,0.75542,0.69741,0.4229,2.73056,2.40738,3.23065,0.000611121,0.000611121,0.000611121
39,5129.93,2.61186,2.36391,2.91613,0.62137,0.77365,0.70621,0.42757,2.75091,2.39805,3.23937,0.000589016,0.000589016,0.000589016
40,5254.04,2.64158,2.37622,2.93536,0.58601,0.79176,0.66778,0.3965,2.70626,2.42291,3.19109,0.000566911,0.000566911,0.000566911
41,5379.05,2.5815,2.34622,2.89801,0.63281,0.74552,0.70056,0.42846,2.68753,2.24523,3.15668,0.000544806,0.000544806,0.000544806
42,5505.46,2.5838,2.37083,2.90582,0.61491,0.78863,0.67431,0.41203,2.71113,2.37848,3.18322,0.000522701,0.000522701,0.000522701
43,5645.69,2.565,2.36508,2.88891,0.64967,0.76404,0.69866,0.43472,2.65608,2.26668,3.1842,0.000500597,0.000500597,0.000500597
44,5809.05,2.57381,2.25071,2.90926,0.63609,0.77377,0.66734,0.39828,2.73051,2.35192,3.24343,0.000478492,0.000478492,0.000478492
45,5981.57,2.53563,2.29066,2.87783,0.64877,0.7707,0.68864,0.42197,2.68004,2.35759,3.18127,0.000456387,0.000456387,0.000456387
46,6146.2,2.51755,2.25675,2.83762,0.65536,0.76477,0.69569,0.42311,2.67624,2.26479,3.20916,0.000434282,0.000434282,0.000434282
47,6312.77,2.46712,2.2119,2.83546,0.6681,0.76291,0.70726,0.43226,2.72423,2.27029,3.19043,0.000412177,0.000412177,0.000412177
48,6470.6,2.47377,2.16594,2.83828,0.6734,0.77851,0.70945,0.43716,2.66913,2.20318,3.18927,0.000390072,0.000390072,0.000390072
49,6644.08,2.49797,2.20755,2.84035,0.66581,0.78348,0.71819,0.44225,2.69662,2.23021,3.21655,0.000367967,0.000367967,0.000367967
50,6800.94,2.46366,2.17523,2.81889,0.65369,0.8017,0.72458,0.45008,2.63475,2.301,3.15856,0.000345863,0.000345863,0.000345863
51,6959.77,2.43291,2.11786,2.79287,0.67052,0.78836,0.70595,0.43548,2.63345,2.22699,3.15785,0.000323758,0.000323758,0.000323758
52,7120.41,2.42989,2.12661,2.79613,0.65824,0.80234,0.73016,0.44825,2.67288,2.09902,3.15561,0.000301653,0.000301653,0.000301653
53,7278.47,2.37495,2.09531,2.77666,0.65183,0.80245,0.72181,0.44682,2.652,2.16001,3.1844,0.000279548,0.000279548,0.000279548
54,7432.07,2.3948,2.08312,2.7836,0.65183,0.79688,0.70437,0.42644,2.67602,2.19819,3.1811,0.000257443,0.000257443,0.000257443
55,7598.53,2.26214,1.82333,2.76461,0.67042,0.78789,0.69314,0.41999,2.66705,2.2287,3.21654,0.000235338,0.000235338,0.000235338
56,7754.65,2.2689,1.81903,2.79372,0.68207,0.79277,0.72564,0.446,2.64683,2.15018,3.18019,0.000213234,0.000213234,0.000213234
57,7987.67,2.20731,1.76697,2.71889,0.663,0.7992,0.71085,0.44091,2.63661,2.12029,3.17004,0.000191129,0.000191129,0.000191129
58,8097.61,2.19281,1.65848,2.71638,0.67824,0.79762,0.72677,0.45174,2.64617,2.03583,3.19046,0.000169024,0.000169024,0.000169024
59,8212.74,2.15641,1.67843,2.72488,0.64472,0.8173,0.71483,0.44596,2.61486,2.09013,3.17118,0.000146919,0.000146919,0.000146919
60,8329.72,2.14362,1.63489,2.68692,0.66926,0.78532,0.71445,0.43586,2.63567,2.09982,3.20409,0.000124814,0.000124814,0.000124814
61,8448.76,2.12527,1.64058,2.67217,0.67554,0.79731,0.72456,0.44597,2.67,2.06338,3.23015,0.000102709,0.000102709,0.000102709
62,8566.6,2.08905,1.59366,2.64866,0.67011,0.80128,0.72273,0.45067,2.64277,2.07448,3.21575,8.06045e-05,8.06045e-05,8.06045e-05
63,8684.47,2.08838,1.59056,2.66652,0.65725,0.81699,0.72283,0.45148,2.6354,2.06554,3.19808,5.84997e-05,5.84997e-05,5.84997e-05
64,8801.32,2.08815,1.57573,2.64046,0.64846,0.82689,0.71699,0.44836,2.64077,2.07358,3.21369,3.63948e-05,3.63948e-05,3.63948e-05
