epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,1260.16,0.91762,0.86665,1.21094,0.93265,0.90579,0.95685,0.71833,0.82967,0.58593,1.08757,0.00103111,0.00103111,0.00103111
20,1324.43,0.87885,0.81398,1.1761,0.92629,0.92266,0.96257,0.69331,0.91358,0.56589,1.09657,0.00100901,0.00100901,0.00100901
21,1393.22,0.87873,0.7971,1.18336,0.91959,0.90917,0.9555,0.69041,0.9071,0.56907,1.08483,0.000986903,0.000986903,0.000986903
22,1459.3,0.86367,0.78021,1.15822,0.93677,0.91467,0.96223,0.7227,0.85114,0.53274,1.0676,0.000964798,0.000964798,0.000964798
23,1522.44,0.8613,0.78987,1.17117,0.9076,0.91122,0.95526,0.71894,0.8344,0.55576,1.0637,0.000942693,0.000942693,0.000942693
24,1583.99,0.85219,0.77247,1.16855,0.93162,0.92401,0.96515,0.73696,0.79539,0.52889,1.03992,0.000920589,0.000920589,0.000920589
25,1646.68,0.84787,0.76913,1.16818,0.93937,0.92866,0.96244,0.7352,0.80477,0.51464,1.05825,0.000898484,0.000898484,0.000898484
26,1713.09,0.83039,0.73714,1.15355,0.95246,0.9254,0.96461,0.71013,0.8825,0.53061,1.0751,0.000876379,0.000876379,0.000876379
27,1778.45,0.84867,0.76711,1.17447,0.96098,0.90626,0.96281,0.73414,0.79772,0.52211,1.04406,0.000854274,0.000854274,0.000854274
28,1844.12,0.8389,0.74754,1.15701,0.96545,0.9032,0.96019,0.75239,0.73113,0.50205,1.0156,0.000832169,0.000832169,0.000832169
29,1909.67,0.83244,0.74074,1.16054,0.93198,0.92994,0.96003,0.74024,0.753,0.50569,1.01564,0.000810064,0.000810064,0.000810064
30,1974.79,0.81033,0.74631,1.14088,0.90285,0.87648,0.93111,0.72545,0.76339,0.54668,1.03666,0.00078796,0.00078796,0.00078796
31,2040.65,0.81077,0.71843,1.13419,0.92904,0.92,0.96031,0.74841,0.76765,0.51454,1.03342,0.000765855,0.000765855,0.000765855
32,2106.72,0.82382,0.73377,1.15203,0.96027,0.91606,0.96372,0.73426,0.82436,0.50142,1.04593,0.00074375,0.00074375,0.00074375
33,2174,0.80939,0.71744,1.1379,0.93382,0.91738,0.959,0.77256,0.67862,0.4717,0.99845,0.000721645,0.000721645,0.000721645
34,2238,0.7792,0.69253,1.12586,0.94428,0.91141,0.9594,0.77106,0.68248,0.47638,0.99138,0.00069954,0.00069954,0.00069954
35,2301.87,0.78235,0.687,1.12809,0.9567,0.91611,0.96001,0.76845,0.7112,0.48833,1.0112,0.000677435,0.000677435,0.000677435
36,2365.49,0.76645,0.68149,1.11701,0.94805,0.91368,0.96608,0.78952,0.65481,0.43105,0.98237,0.00065533,0.00065533,0.00065533
37,2428.4,0.77408,0.6807,1.12759,0.95487,0.9358,0.97208,0.78182,0.69053,0.44027,0.99484,0.000633226,0.000633226,0.000633226
38,2490.04,0.75986,0.67571,1.10884,0.95703,0.93115,0.96996,0.78802,0.65472,0.43455,0.98112,0.000611121,0.000611121,0.000611121
39,2551.97,0.76929,0.6657,1.11332,0.95703,0.93009,0.97194,0.78468,0.67132,0.43417,0.98905,0.000589016,0.000589016,0.000589016
40,2613.32,0.75974,0.67132,1.11036,0.96023,0.91036,0.96478,0.78523,0.65582,0.44723,0.97439,0.000566911,0.000566911,0.000566911
41,2674.76,0.7586,0.65359,1.10701,0.95583,0.93904,0.97506,0.78414,0.69585,0.42341,0.99251,0.000544806,0.000544806,0.000544806
42,2736.19,0.73712,0.6402,1.10138,0.95008,0.9391,0.96941,0.79515,0.65625,0.4335,0.98046,0.000522701,0.000522701,0.000522701
43,2797.72,0.74553,0.64106,1.1053,0.95112,0.93624,0.96891,0.78129,0.67273,0.43874,0.9897,0.000500597,0.000500597,0.000500597
44,2858.96,0.75318,0.63502,1.10691,0.95009,0.93505,0.96844,0.80108,0.6305,0.44478,0.97529,0.000478492,0.000478492,0.000478492
45,2919.81,0.72881,0.63124,1.09499,0.96507,0.92188,0.97187,0.78514,0.66196,0.41307,0.98792,0.000456387,0.000456387,0.000456387
46,2980.43,0.72454,0.61909,1.0898,0.96294,0.94166,0.9755,0.80741,0.62581,0.3984,0.96764,0.000434282,0.000434282,0.000434282
47,3041.8,0.72686,0.62058,1.09397,0.95395,0.94093,0.97499,0.77382,0.73912,0.42401,1.0055,0.000412177,0.000412177,0.000412177
48,3102.62,0.71524,0.62266,1.08806,0.95735,0.94181,0.9748,0.80661,0.62566,0.41247,0.96399,0.000390072,0.000390072,0.000390072
49,3163.87,0.73392,0.63395,1.10181,0.96369,0.93548,0.97491,0.8048,0.63326,0.40211,0.97085,0.000367967,0.000367967,0.000367967
50,3225.34,0.70839,0.60649,1.08852,0.96071,0.94449,0.97447,0.79294,0.66837,0.41438,0.97841,0.000345863,0.000345863,0.000345863
51,3286.84,0.71177,0.60857,1.08879,0.94823,0.95022,0.97304,0.81344,0.60282,0.3929,0.9612,0.000323758,0.000323758,0.000323758
52,3355.26,0.69208,0.58079,1.0766,0.94203,0.95217,0.97402,0.79273,0.66569,0.38308,0.97528,0.000301653,0.000301653,0.000301653
53,3439.17,0.68387,0.58304,1.0735,0.95289,0.94544,0.9738,0.80551,0.62863,0.38561,0.96554,0.000279548,0.000279548,0.000279548
54,3517.77,0.68005,0.5788,1.07298,0.9572,0.92744,0.97459,0.79687,0.6594,0.41293,0.97472,0.000257443,0.000257443,0.000257443
55,3620.42,0.57432,0.40581,0.99523,0.94481,0.941,0.97133,0.80319,0.62831,0.39403,0.96691,0.000235338,0.000235338,0.000235338
56,3697.39,0.55193,0.38647,0.98183,0.95509,0.94507,0.97274,0.79229,0.66443,0.40323,0.97498,0.000213234,0.000213234,0.000213234
57,3774.8,0.55124,0.38619,0.98178,0.9513,0.93955,0.97262,0.81676,0.60724,0.38519,0.95568,0.000191129,0.000191129,0.000191129
58,3852.21,0.54604,0.36901,0.97413,0.95323,0.94856,0.97567,0.80888,0.62846,0.37244,0.96903,0.000169024,0.000169024,0.000169024
59,3929.58,0.53778,0.36323,0.9755,0.96483,0.94272,0.97499,0.8152,0.60594,0.36981,0.95336,0.000146919,0.000146919,0.000146919
60,4006.91,0.5208,0.35304,0.96155,0.95079,0.95185,0.97449,0.81887,0.5924,0.36573,0.94527,0.000124814,0.000124814,0.000124814
61,4084.67,0.52291,0.34813,0.95927,0.94882,0.94759,0.97514,0.81811,0.60892,0.3621,0.95127,0.000102709,0.000102709,0.000102709
62,4162.24,0.51492,0.34836,0.95897,0.97104,0.93551,0.97626,0.82404,0.58961,0.35325,0.94672,8.06045e-05,8.06045e-05,8.06045e-05
63,4239.45,0.51086,0.34078,0.95973,0.96162,0.94892,0.97657,0.83222,0.57543,0.3468,0.94091,5.84997e-05,5.84997e-05,5.84997e-05
64,4317.25,0.51448,0.34375,0.95651,0.96295,0.94973,0.97633,0.82657,0.58383,0.34926,0.94044,3.63948e-05,3.63948e-05,3.63948e-05
