Unggah Gambar Anda,Hasil Deteksi,timestamp
.gradio\flagged\Unggah Gambar Anda\ff404e8d4a25babc1909\Screenshot 2025-08-29 142945.png,.gradio\flagged\Hasil Deteksi\b0caca73931178813c0c\image.webp,2025-09-06 23:12:40.718970
