epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,10654.1,2.83502,3.17792,3.42739,0.56985,0.66951,0.61324,0.30692,3.35133,2.81378,3.92486,0.000806528,0.000806528,0.000806528
46,10852.7,2.83149,3.1506,3.42618,0.59617,0.68887,0.64071,0.31725,3.27907,2.71923,3.90559,0.00079238,0.00079238,0.00079238
47,11058.4,2.84219,3.10612,3.42698,0.59709,0.66223,0.62538,0.30812,3.33081,2.66857,3.94243,0.000778233,0.000778233,0.000778233
48,11265.4,2.81472,3.13799,3.40632,0.59428,0.71731,0.63124,0.31939,3.33953,2.60618,3.93645,0.000764086,0.000764086,0.000764086
49,11483.6,2.79948,3.12309,3.39269,0.56882,0.71875,0.63954,0.34106,3.14895,2.50404,3.75141,0.000749939,0.000749939,0.000749939
50,11685.1,2.81608,3.16578,3.40653,0.62197,0.68958,0.6478,0.32761,3.28156,2.57344,3.91359,0.000735792,0.000735792,0.000735792
51,11888.4,2.75533,3.08619,3.35234,0.58456,0.71997,0.65653,0.32207,3.3759,2.61345,4.02313,0.000721645,0.000721645,0.000721645
52,12091.5,2.78866,3.07964,3.38729,0.62916,0.70762,0.65975,0.34738,3.19234,2.51713,3.84505,0.000707498,0.000707498,0.000707498
53,12294.9,2.75988,2.94056,3.36645,0.5963,0.7219,0.65936,0.34825,3.16593,2.55697,3.82642,0.000693351,0.000693351,0.000693351
54,12499.5,2.7551,3.03949,3.36131,0.6378,0.69778,0.66618,0.36282,3.07682,2.53925,3.73713,0.000679204,0.000679204,0.000679204
55,12703,2.72671,2.9472,3.34685,0.65444,0.71452,0.69727,0.36343,3.17602,2.42683,3.824,0.000665057,0.000665057,0.000665057
56,12906.9,2.72556,2.94424,3.33675,0.60864,0.73645,0.66044,0.35259,3.09184,2.44349,3.69334,0.000650909,0.000650909,0.000650909
57,13110.2,2.74902,2.98397,3.36899,0.63091,0.74449,0.68628,0.35358,3.26067,2.34988,3.92807,0.000636762,0.000636762,0.000636762
58,13314.2,2.70785,2.89,3.32807,0.65972,0.67686,0.66769,0.35663,3.10629,2.44698,3.77339,0.000622615,0.000622615,0.000622615
59,13517.5,2.66197,2.90895,3.30385,0.62478,0.70801,0.66318,0.36822,3.0275,2.40425,3.73773,0.000608468,0.000608468,0.000608468
60,13721.6,2.72318,2.94124,3.32203,0.64973,0.70959,0.66861,0.34902,3.20658,2.54686,3.8645,0.000594321,0.000594321,0.000594321
61,13925.4,2.6973,2.94459,3.31529,0.63581,0.69625,0.68262,0.37951,3.02592,2.34197,3.70397,0.000580174,0.000580174,0.000580174
62,14129.3,2.67257,2.95668,3.26309,0.64859,0.71504,0.65768,0.36189,3.0124,2.54578,3.71747,0.000566027,0.000566027,0.000566027
63,14333.4,2.66588,2.85921,3.29865,0.64348,0.69195,0.65681,0.37418,2.95813,2.52553,3.71106,0.00055188,0.00055188,0.00055188
64,14539.9,2.67986,2.92537,3.28094,0.65848,0.65636,0.63138,0.34691,3.21484,2.67039,3.94488,0.000537733,0.000537733,0.000537733
65,14781.2,2.67857,2.79625,3.27062,0.62412,0.73419,0.67843,0.38866,2.93446,2.42665,3.65708,0.000523586,0.000523586,0.000523586
66,15042.4,2.64229,2.79248,3.27592,0.68704,0.72623,0.69692,0.39602,2.95089,2.30854,3.6772,0.000509438,0.000509438,0.000509438
67,15338.2,2.62416,2.82249,3.2658,0.66617,0.7272,0.69324,0.39272,2.87858,2.3643,3.61771,0.000495291,0.000495291,0.000495291
68,15607.3,2.60495,2.75797,3.21894,0.61896,0.76705,0.68534,0.38355,2.95007,2.33794,3.662,0.000481144,0.000481144,0.000481144
69,15876.8,2.60409,2.74201,3.25547,0.63631,0.74423,0.68837,0.39127,2.85463,2.31871,3.6012,0.000466997,0.000466997,0.000466997
70,16169.9,2.5661,2.66765,3.22823,0.66436,0.72094,0.68969,0.39953,2.91122,2.47636,3.6904,0.00045285,0.00045285,0.00045285
71,16466.4,2.58102,2.7515,3.23281,0.64226,0.73199,0.6928,0.39494,2.89824,2.37255,3.6743,0.000438703,0.000438703,0.000438703
72,16714.5,2.54341,2.74035,3.2307,0.6426,0.73426,0.68956,0.39317,2.90896,2.28428,3.66964,0.000424556,0.000424556,0.000424556
73,16961,2.57086,2.68875,3.22725,0.6226,0.7446,0.68623,0.39665,2.89845,2.26306,3.64767,0.000410409,0.000410409,0.000410409
74,17209.1,2.52098,2.70436,3.20382,0.66179,0.73848,0.69452,0.40046,2.84144,2.2533,3.60851,0.000396262,0.000396262,0.000396262
75,17455.4,2.56007,2.71492,3.2032,0.68898,0.7286,0.71299,0.4152,2.80634,2.26758,3.56157,0.000382115,0.000382115,0.000382115
76,17705.4,2.52168,2.63899,3.1942,0.65387,0.74459,0.69712,0.40066,2.82243,2.21776,3.57345,0.000367967,0.000367967,0.000367967
77,17953.6,2.52364,2.71455,3.19563,0.65931,0.74682,0.71577,0.41106,2.82946,2.31958,3.62115,0.00035382,0.00035382,0.00035382
78,18208,2.50452,2.63215,3.1576,0.64866,0.74187,0.68632,0.40888,2.75936,2.33493,3.50952,0.000339673,0.000339673,0.000339673
79,18460.8,2.47146,2.50428,3.15334,0.67752,0.72032,0.68574,0.40183,2.80613,2.29707,3.57653,0.000325526,0.000325526,0.000325526
80,18713,2.5149,2.49981,3.13495,0.66856,0.73257,0.69774,0.41134,2.80129,2.2456,3.55833,0.000311379,0.000311379,0.000311379
81,18965.6,2.48405,2.57389,3.14347,0.64298,0.73172,0.68044,0.39516,2.77688,2.27577,3.51626,0.000297232,0.000297232,0.000297232
82,19219.1,2.46333,2.58763,3.1133,0.66692,0.75805,0.71443,0.42058,2.82255,2.1864,3.6064,0.000283085,0.000283085,0.000283085
83,19470.1,2.45661,2.52642,3.14464,0.65289,0.77248,0.7134,0.4163,2.7866,2.18834,3.57955,0.000268938,0.000268938,0.000268938
84,19720.9,2.4705,2.52782,3.13304,0.65978,0.77839,0.70342,0.4156,2.76389,2.18878,3.57366,0.000254791,0.000254791,0.000254791
85,19972.5,2.43796,2.6605,3.11644,0.67737,0.77757,0.70937,0.41978,2.74219,2.15355,3.5442,0.000240644,0.000240644,0.000240644
86,20220.1,2.46087,2.49717,3.14769,0.69717,0.7654,0.71198,0.41895,2.77736,2.2309,3.56291,0.000226497,0.000226497,0.000226497
87,20470.8,2.40163,2.42205,3.09727,0.66706,0.7835,0.70744,0.4257,2.74534,2.1787,3.54517,0.000212349,0.000212349,0.000212349
88,20717.5,2.46078,2.53838,3.12772,0.66342,0.74016,0.6978,0.41247,2.78189,2.15613,3.57927,0.000198202,0.000198202,0.000198202
89,20960.9,2.40371,2.55618,3.0768,0.64526,0.77399,0.70703,0.42587,2.70189,2.15697,3.49791,0.000184055,0.000184055,0.000184055
90,21205.3,2.39773,2.41434,3.09266,0.65135,0.7676,0.70163,0.42215,2.71398,2.18141,3.50613,0.000169908,0.000169908,0.000169908
91,21463.7,2.23988,2.17324,3.03985,0.65319,0.78024,0.71522,0.41973,2.79895,2.07147,3.55896,0.000155761,0.000155761,0.000155761
92,21716.9,2.21448,2.07055,2.99369,0.68529,0.76215,0.71074,0.42827,2.72186,2.09362,3.51457,0.000141614,0.000141614,0.000141614
93,22024.3,2.18777,2.08439,2.99987,0.65445,0.74799,0.70684,0.42221,2.75929,2.15558,3.53285,0.000127467,0.000127467,0.000127467
94,22321.9,2.17602,1.92849,2.97895,0.64972,0.76699,0.68889,0.40923,2.74734,2.20677,3.51747,0.00011332,0.00011332,0.00011332
95,22579.1,2.16865,1.98507,2.99778,0.66071,0.76063,0.7074,0.4184,2.77774,2.1637,3.60092,9.91726e-05,9.91726e-05,9.91726e-05
96,22837.9,2.15358,1.97513,2.98418,0.67274,0.73723,0.70292,0.41927,2.76736,2.1589,3.57461,8.50255e-05,8.50255e-05,8.50255e-05
97,23111.1,2.13367,1.94635,2.93891,0.65741,0.75903,0.70643,0.42179,2.75069,2.11716,3.55238,7.08784e-05,7.08784e-05,7.08784e-05
98,23397.1,2.1258,2.08342,2.955,0.65144,0.75077,0.7055,0.42522,2.71178,2.16742,3.51288,5.67313e-05,5.67313e-05,5.67313e-05
99,23692.8,2.12211,1.96475,2.9411,0.66834,0.75898,0.70357,0.42027,2.73244,2.11142,3.52876,4.25842e-05,4.25842e-05,4.25842e-05
100,23966.4,2.12106,1.96754,2.92235,0.65474,0.76287,0.70097,0.42138,2.70372,2.14867,3.5155,2.84371e-05,2.84371e-05,2.84371e-05
